Hotel Name,City,Country,Rating,Price,Amenities,Review-1,Review-2,,,,,
Nash Inn Electronic City,Bangalore,India,3.7,878,Air ConditioningDiningDoctor On CallLaundry ServicePower backupRestaurant/Coffee ShopRoom ServiceSmoking Rooms Available,gud staff nice rooms they will provide water bottle.,Room is good but WIFi not provided,,,,,
Stay Zone India,Bangalore,India,4.4,1117,Conference RoomDoctor On CallLaundry ServicePower backupRoom ServiceSpaTravel Assistance,I felt the bed-sheet was little dirty. Normally in all hotels the bed-sheet and the pillow covers are white but here it was all colorful. The room and the washroom was also clean. The location of the property is 400 to 500 meters from the main road. ,I had a comfortable stay in this property as the services and the facilities were marvellous. At the same time the room and the washroom was clean. Conduct of the staff was also good. The location of the property is inside from the main road.,,,,,
Royal Regency Lodge,Bangalore,India,3.4,604,CCTV surveillanceDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backupRoom ServiceTravel Assistance,old room giveing new rooms are not give and go offer one night free not applyed lodging manger i have pay extra room rent for a day on that day last month,not good. bad washroom. stinky room. dirty curtains.,,,,,
Kaveri Deluxe Lodge,Bangalore,India,3.5,727,Banquet hallBusiness ServicesCCTV surveillanceDoctor On CallFree InternetIndoor EntertainmentLaundry ServiceParking Facility,very dirty room.,Good budget stay. Pleasant and friendly front staff. Room was a bit small for 3 persons.,,,,,
Compact -Royal Habitat,Bangalore,India,4.1,2119,Free InternetLaundry ServiceParking FacilityRoom ServiceSpa,Overall the stay was good. The location of the property was good and easily reachable. The services that they provide was fine. Also,overall good,,,,,
Merivian Lets,Bangalore,India,3.7,1138,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentPower backupRoom Service,Clean and Neat rooms.. Situated at the main area for easy accessibility for food. This Service apt which offer early check-in with reasonable traffic.,overall nice place with good service and gentle staff.,,,,,
Nationale Deluxe Lodge,Bangalore,India,3.1,1027,CCTV surveillanceLaundry ServiceParking FacilityPower backupRoom Service,Good clean hotel,OK for the price,,,,,
Oasis Executive Suites,Bangalore,India,3.6,1254,Air ConditioningFree InternetLaundry ServiceParking FacilityPower backupRoom Service,Nice decor,I really enjoyed the stay,,,,,
Little Lilly Guest Suites,Bangalore,India,5,1574,Air ConditioningDoctor On CallIndoor EntertainmentLaundry ServiceParking FacilityPower backupRoom Service,Excellent location, ,,,,,
Fiestaa Resort n Events Venue,Bangalore,India,4,2861,Air ConditioningBonfireBusiness ServicesConference RoomFree InternetIndoor EntertainmentLaundry ServiceOutdoor Activities,great place. cool.,Nice location,,,,,
Chairman's Resort,Bangalore,India,3.7,1938,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceClean RoomClean linenConference RoomDining,Overall it was a pleasant stay at Chairman's Resort. The service people were prompt and well behaved. The food at the Havelli Restaurant was nice,it was awesome :) everything was awesome :) rooms were clean and staff was cooperative. Allowed me to keep my luggage. Good was Good as well.,,,,,
Ramee Guestline Hotel,Bangalore,India,4.1,2158,Air ConditioningBanquet hallCCTV surveillanceConference RoomHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor Activities,Awesome place with Spa,The resort is not too far from Bangalore. The staffs are extremely courteous. The price of the food is on the higher side but the quality and taste of the food is very good. The room is quite spacious as well and there are many indoor and outdoor games.,,,,,
Radiant Resort,Bangalore,India,3.7,2301,Air ConditioningBanquet hallBonfireCCTV surveillanceConference RoomDiningDoctor On CallIndoor Entertainment,Decent 3 star resort,Room is very normal nothing like Star resort pool and kids pool under renovation and not clean .Sap is under renovation looks like construction site . No activity for day outing or stay . Restaurant has very basic simple menu food is good in taste but expensive . very few dishes.,,,,,
Clarks Exotica Resort & Spa,Bangalore,India,4.3,6157,Air ConditioningCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-SpaIndoor EntertainmentLaundry Service,Wonderful stay. We booked two independent rooms for our family of four persons. however offered 2BHK independent property. Rooms are specious and very well maintained. Excellent food quality,Its a beautiful place,,,,,
Signature Club Resort,Bangalore,India,4.4,6439,Air ConditioningConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor ActivitiesPower backup,Nice amenities.. Enjoyed a lot.. Friendly staff.. Resort maintece was too good.. Indoor & outdoor games are wonderful.. Too many options are available for games .. Food quality is also good.. Wonderful place for your relaxed weekend..,Exellent resort to stay near Banglore .and near airport also . It is more than value for money . It is exellent stay . Very nice food ,,,,,
Palm Meadows Club,Bangalore,India,4.2,4722,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallHealth-SpaIndoor Entertainment,Nice place for a day out from the chaos of Bangalore life.,Amazing place to be with family or couple... Friendly staff and many amenities to have fun,,,,,
Ramanashree California Resort,Bangalore,India,3.3,2123,Air ConditioningCCTV surveillanceConference RoomDoctor On CallFree InternetIndoor EntertainmentLaundry ServiceOutdoor Activities,Request all of you to better book hotel instead of this resort .it doesn't seem like resort and rooms are very poor in condition. Bathrooms are dirty. I suggest for my fellow guests not choose this one you will not have good experience. Don't panic after bookingits simply a waste of money,An amazing resort to be with ,,,,,
La Marvella A Sarovar Premiere Hotel,Bangalore,India,4.5,8249,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningFree InternetHealth-Spa,La Marvella is the best place in Jayanagar,good experience..... location is good.... staff is cooperative....,,,,,
Eagle Ridge Resorts,Bangalore,India,3.6,1901,BonfireBusiness ServicesConference RoomDiningDoctor On CallIndoor EntertainmentOutdoor ActivitiesPower backup,Very close to the city and helpful owner who gave us cottage. Food is very good. Didn’t use the facilities but had a pleasant stay!,it was nice stay......place is very good and food is also good .....very nice place to stay.,,,,,
Redstone villa and suite,Bangalore,India,4.3,1560,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServiceOutdoor Activities,I had good experience,Good ambience. Wel coordinating staff. Good experience,,,,,
Legacy Villa,Bangalore,India,4.3,14415,Air ConditioningBonfireCCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry Service,The Villa was very good & was very well built. Their room & all their services were just fantastic we had wonderful time over here. But the only drawback was that there is no kitchen or any cook available so food was not available here because of this we had to travel for about 4-5 km to get food. The location was about 1 km from the main road but it was reachable., ,,,,,
AUGUSTA GOLF VILLAGE,Bangalore,India,,4036,Free InternetPower backupRoom ServiceSwimming Pool, , ,,,,,
Diamond By Jade,Bangalore,India,,4691,Doctor On CallFree InternetOutdoor ActivitiesParking FacilitySwimming Pool, , ,,,,,
Your Space in Kormangala Casa Bianca,Bangalore,India,,6161,Daily housekeepingFree InternetKitchenPower backup, , ,,,,,
TRANSTREE CORPORATE SUITES ( AT WATER VILLA ),Bangalore,India,4,2054,Air ConditioningDoctor On CallFree InternetHealth-SpaLaundry ServiceParking FacilityPower backupRestaurant/Coffee Shop,beyond the centre but good if you have visits near Whitefield,Overall the property is very nice. It has all the basic facilites and amenities one would ask for. The staff are really helpful and were always willing to lend a hand.,,,,,
Lotus Villa 418 Luxury Homestay,Bangalore,India,,21533,Air ConditioningBonfireDoctor On CallLaundry ServiceOutdoor ActivitiesParking FacilityRoom Service, , ,,,,,
CASA COTTAGE,Bangalore,India,4,2093,Laundry ServiceOutdoor ActivitiesPower backupRoom Service,Amazing ambince in the heart of city..people will love it. Good hospitality and service and they have a good but small coffee area too.,This cottage is a built in french style and is quite famous among foreign tourists. The place was extremely nice and cozy. the service was great. value for money.,,,,,
Nachis Bed and Breakfast,Bangalore,India,3.6,697,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServiceOutdoor Activities,value for money,Staff behavior,,,,,
Golden Lotus,Bangalore,India,4,2168,Air ConditioningCCTV surveillanceDiningFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesPower backup,Great stay in a quiet place and food is very good here. Room's are very spacious and gives a vintage romantic feeling. very nice place for couples and families to stay,Good hotel made on nostalgic era theme with eco friendly construction... Very spacious rooms and amenities... Service is OK during day time... But after 11 pm till morning 7 am nobody pick the phone either at reception or at house keeping as I tried minimum 30 times for some drinking water. It was a pain part and entire mood and health got spoiled.,,,,,
OYO 30654 V.S.V Avenue Hennur Cross,Bangalore,India,3.6,883,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentPower backupSpaTravel Assistance,They didn't provide the key to lock the door of the hotel room. Also it looked not safe for woman to stay in this kind of rooms. They didn't provide us even the basic amenities. I stayed for a week. Worst experience ever had. Not worth for money.,good experience! worth the money,,,,,
OYO Home 36553 Elegant Stay J P Nagar,Bangalore,India,4.3,699,Air ConditioningCCTV surveillanceContactless check-inContactless room serviceDisinfectionIndoor EntertainmentPower backupSanitizers,room is good and large. service is good. but for food you need to walk 500 mtrs outside.,nice hotel ,,,,,
Tranquil Serviced Apartments,Bangalore,India,4.3,847,CCTV surveillanceFree InternetIndoor EntertainmentLaundry ServicePower backupSmoking Rooms Available,Amazing service.,The hotel was neat and clean. Location was nice. The staff was prompt,,,,,
OYO 44035 Compact Studio KR Puram,Bangalore,India,3.9,792,Air ConditioningCCTV surveillanceIndoor EntertainmentPower backupSpaTravel Assistance,I have stayed in the property and my overall stay was very nice there. Hotel staff behavior was good and the hotel amenities were fine. Location of the property was convenient for me. ,good,,,,,
OYO 37515 Elegant Stay Nagarbhavi,Bangalore,India,3.2,995,Air ConditioningCCTV surveillanceDiningFree InternetIndoor EntertainmentPower backupSpa,Location of the hotel was very convenient. The hotel had good staff at the service and the facilities they provided were nice. The room which they provided was nice and clean. Overall our stay experience was delightful.,The services and the facilities were great. The room and the washroom was clean. The staff also had a good behavior. Location of the property was easy to locate. Overall we had a very comfortable stay.,,,,,
OYO 41705 Elegant Stay Ramamurthy Nagar,Bangalore,India,3.6,883,Air ConditioningCCTV surveillanceIndoor EntertainmentPower backupSpaTravel Assistance,The property location was good and it was a value for money property to some extent. The staffs were courteous and helpful and the rooms were too congested. ,Awesome. But Air Conditoners are not working properly,,,,,
OYO Home 30639 Elegant Stay J P Nagar,Bangalore,India,4.3,727,Air ConditioningCCTV surveillanceIndoor EntertainmentPower backupSpaTravel Assistance,Newly built and spacious rooms reasonable quotes.,Hotel is at nice place and friendly staff,,,,,
Love Dale Homestay,Bangalore,India,3.8,1562,BonfireCCTV surveillanceDiningFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking Facility,It was a pleasant experience in this property,The property location was convenient. The staffs services & facilities were too good but the property is a bit costly but apart from it,,,,,
ABIDS INN Homestay,Bangalore,India,3.6,1340,CCTV surveillanceDaily housekeepingFree InternetKitchenLaundry ServiceParking FacilityPower backupRoom Service,The location of the property was far from the main area. The overall stay was good. As I haven't stayed for much longer so I can't stay much but,The service was not satisfactory,,,,,
Fortune Select JP Cosmos - Member ITC Hotel Group,Bangalore,India,4.2,3850,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomContactless check-inContactless room serviceDining,Good welcome in reception and very good service,amazing hotel property and comfortable and safe stay. Very good restaurants.,,,,,
The Leela Palace Bangalore,Bangalore,India,4.5,9750,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,Beautiful place and relaxing stay,One of the best hotels in India. Friendly staff,,,,,
Young Island Comforts,Bangalore,India,4.1,1758,Air ConditioningBusiness ServicesConference RoomFree InternetLaundry ServicePower backupRestaurant/Coffee ShopRoom Service,Good room with good amenities. Helpful staff.,Clean and spacious room. Great location. Very helpful staff.,,,,,
The Citrine Hotel - Seshadripuram,Bangalore,India,4.3,2639,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetLaundry ServicePower backup,Gud spacious rooms ,Nice location. Good spacious rooms. Near & clean. A good business hotel. Good food.,,,,,
Capital O 13184 Savi International,Bangalore,India,4.2,1419,Air ConditioningCCTV surveillanceContactless check-inContactless room serviceDiningDisinfectionDoctor On CallFree Internet,Over all experience good. Reception department very helpful. Staff curteos. Need to improve on food order taking. Would definetely like to visit again and also would recommend. Manjunath front office was very good and very helpful. ,Best Experience I ever had in any Bangalore hotel and staff is humble and good I would I highly recommend it as one of the best,,,,,
Citrus Cunningham Road Bangalore,Bangalore,India,4.3,2298,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceFree InternetHealth-SpaIndoor EntertainmentLaundry Service,The rooms were good ,superb rooms... superb stay... luvd it,,,,,
Sterlings Mac Hotel & Suites,Bangalore,India,4.2,5650,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On CallHealth-Spa,Excellent property. Prime location. Wonderful service.,awesome hospitality..and superb food,,,,,
The Ambient Turret,Bangalore,India,4,2464,Air ConditioningBanquet hallBusiness ServicesConference RoomDiningDoctor On CallFree InternetLaundry Service,Good location. Very nice place to stay. Recommended for all. Spacious rooms. Courteous staff. Decent amenities.,wonderful stay...nice rooms...nice breakfast,,,,,
Grand Choice Hotel,Bangalore,India,3.6,633,CCTV surveillanceDoctor On CallFree InternetLaundry ServiceParking FacilityPower backup,room was not bad,good stay,,,,,
AACCORD SUITES INN,Bangalore,India,4.2,1879,Air ConditioningBanquet hallCCTV surveillanceConference RoomDiningFree InternetIndoor EntertainmentLaundry Service,It's a nice 3-star hotel,Lovely rooms,,,,,
Hotel Swagath,Bangalore,India,4.5,1548,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backup,Staff is well trained n cooperative; they respond to call immediately.,Excellent Service with courteous staff ready at a voice to serve you.,,,,,
The Signature Inn,Bangalore,India,4.2,591,Air ConditioningCCTV surveillanceDiningFree InternetLaundry ServicePower backupRestaurant/Coffee ShopRoom Service,Singnature Inn hotel is lying in a prime location just near to KSR Banglore Railway station,Excellent front desk staff and room service staff.,,,,,
Tranzotel Bangalore Airport,Bangalore,India,3.9,944,CCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backupRoom Service,Good for families & for all.Food is good.Very peaceful & silent area & near to airport.Friendly customer service.,completely satisfied .clean rooms clean washroom. extraordinary food.hasslefree checkin.nearby international airport BANGALORE ,,,,,
Icon Boutique Hotel by Bhagini,Bangalore,India,4.3,1951,Air ConditioningCCTV surveillanceDiningFree InternetIndoor EntertainmentLaundry ServicePower backupRestaurant/Coffee Shop,Very good rooms very clean,The hotel is really nice and recommendable.,,,,,
Shoba Suites,Bangalore,India,4.2,3153,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesPower backupRoom Service,it was really pleasant stay at Shobha suits. Very good and quick service. Their staff is very courteous.,very spacious rooms,,,,,
Octave Hotel Double Rd,Bangalore,India,4.2,1447,Air ConditioningBanquet hallCCTV surveillanceConference RoomDiningDoctor On CallFree InternetPower backup,Friendly staff and clean rooms. Good location. The prices for the rooms are very reasonable and affordable.,Pros= 1. Good location - center of Bangalore. Just 4 kms from the Bangalore rly stn / Bus stn (Majestic). You can get BMTC AC bus to/from the airport to Majestic. Then get a cab to the hotel.,,,,,
Octave Studio Hotel,Bangalore,India,4.3,1572,Air ConditioningCCTV surveillanceClean RoomClean linenFree InternetLaundry ServiceParking FacilityPower backup,It exceeded my expectations. The room was pretty spacious for one person. It also has a mini kitchen with microwave,Good Stay. Very couple friendly. We booked for deluxe room only but upon seeing that we arrived as couples they immediately upgraded to suite room at no additional costs.,,,,,
Octave Hotel & Spa JP Nagar,Bangalore,India,4.1,1252,Air ConditioningBanquet hallCCTV surveillanceClean RoomClean linenConference RoomFree InternetLaundry Service,chose this hotel in a rush...but fortunately get no points to regret on...amazing room services and quite warming treatment to guests.,This is a budget hotel in the JP Nagar area. It's located in a prime area. Rooms are quite decent. But the room service is not so great. There is no dedicated restaurant here. So most of the items they get from outside only. If you just want to stay for overnight,,,,,
TS Royal Grand - Attibele Hosur,Bangalore,India,4.5,1464,Banquet hallCCTV surveillanceConference RoomDaily housekeepingDoctor On CallFree InternetLaundry ServicePower backup,spacious ,Excellent location on the highway .. clean n flawless toilets .. huge rooms .. we faced hot water issue and it was rectified within 30mins .. all these is more than awesome .. would definitely stay here next time as well .. just giving 5 stars since no option to give more than that,,,,,
Icon Business Hotel by Bhagini,Bangalore,India,3.9,1127,Air ConditioningCCTV surveillanceClean RoomClean linenConference RoomDoctor On CallFree InternetHealth-Spa,Cool and amazing location..,There were two separate beds in a double bed room. The beds were too small for a single person. There were hardly any channels active in the TV in room. Breakfast was good.,,,,,
Hotel Swagath,Bangalore,India,4.5,1548,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backup,Staff is well trained n cooperative; they respond to call immediately.,Excellent Service with courteous staff ready at a voice to serve you.,,,,,
Octave Plaza Hotel,Bangalore,India,4.2,1136,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceClean RoomClean linenConference RoomFree Internet,hello people.... it's a good place with good management and decent staff.. rooms are clean ... the location is in main market.... it's comfortable.. ,It's very pleasant experience.,,,,,
The Signature Inn,Bangalore,India,4.2,591,Air ConditioningCCTV surveillanceDiningFree InternetLaundry ServicePower backupRestaurant/Coffee ShopRoom Service,Singnature Inn hotel is lying in a prime location just near to KSR Banglore Railway station,Excellent front desk staff and room service staff.,,,,,
Tranzotel Bangalore Airport,Bangalore,India,3.9,944,CCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backupRoom Service,Good for families & for all.Food is good.Very peaceful & silent area & near to airport.Friendly customer service.,completely satisfied .clean rooms clean washroom. extraordinary food.hasslefree checkin.nearby international airport BANGALORE ,,,,,
Octave Hotel Double Rd,Bangalore,India,4.2,1344,Air ConditioningBanquet hallCCTV surveillanceConference RoomDiningDoctor On CallFree InternetPower backup,Friendly staff and clean rooms. Good location. The prices for the rooms are very reasonable and affordable.,Pros= 1. Good location - center of Bangalore. Just 4 kms from the Bangalore rly stn / Bus stn (Majestic). You can get BMTC AC bus to/from the airport to Majestic. Then get a cab to the hotel.,,,,,
Octave Studio Hotel,Bangalore,India,4.3,1460,Air ConditioningCCTV surveillanceClean RoomClean linenFree InternetLaundry ServiceParking FacilityPower backup,It exceeded my expectations. The room was pretty spacious for one person. It also has a mini kitchen with microwave,Good Stay. Very couple friendly. We booked for deluxe room only but upon seeing that we arrived as couples they immediately upgraded to suite room at no additional costs.,,,,,
Orel Inn - BTM Layout,Bangalore,India,4,1509,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,great stay at affordable prices. each and every rooms are very airy and have balcony. staffs are very courteous and serves with a smile. foods are also tasty.,It was a wonderful experience! Safe place,,,,,
Octave Hotel & Spa JP Nagar,Bangalore,India,4.1,1252,Air ConditioningBanquet hallCCTV surveillanceClean RoomClean linenConference RoomFree InternetLaundry Service,chose this hotel in a rush...but fortunately get no points to regret on...amazing room services and quite warming treatment to guests.,This is a budget hotel in the JP Nagar area. It's located in a prime area. Rooms are quite decent. But the room service is not so great. There is no dedicated restaurant here. So most of the items they get from outside only. If you just want to stay for overnight,,,,,
Hotel Ajantha,Bangalore,India,4.1,1213,Air ConditioningBanquet hallCCTV surveillanceClean RoomClean linenConference RoomDiningDoctor On Call,Hotel is centrally located with a good ope place. Nearby Trinity Metro Station surrounded by Corporate Offices,Nice place in heart of the city and economical hotel. Good Breakfast and good staffs ,,,,,
TS Royal Grand - Attibele Hosur,Bangalore,India,4.5,1464,Banquet hallCCTV surveillanceConference RoomDaily housekeepingDoctor On CallFree InternetLaundry ServicePower backup,spacious ,Excellent location on the highway .. clean n flawless toilets .. huge rooms .. we faced hot water issue and it was rectified within 30mins .. all these is more than awesome .. would definitely stay here next time as well .. just giving 5 stars since no option to give more than that,,,,,
Chairman's Resort,Bangalore,India,3.7,1938,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceClean RoomClean linenConference RoomDining,Overall it was a pleasant stay at Chairman's Resort. The service people were prompt and well behaved. The food at the Havelli Restaurant was nice,it was awesome :) everything was awesome :) rooms were clean and staff was cooperative. Allowed me to keep my luggage. Good was Good as well.,,,,,
Hotel ABM International,Bangalore,India,4,1416,Air ConditioningCCTV surveillanceDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backupRestaurant/Coffee Shop,Hotel is very near to railway station & metro. Rooms were clean but bathroom cleanliness was a concern. Staffs were cooperative. Room service need to improve. ,Very nice location. Accessable to metro,,,,,
Hotel Silicrest,Bangalore,India,3.9,1651,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree InternetIndoor Entertainment,Considering the price point its a good hotel given the fact its located in one prime location in Bangalore and a decent size room and well equipped with furniture.,Clean rooms,,,,,
Golf Inn,Bangalore,India,3.8,1423,Air ConditioningCCTV surveillanceClean RoomClean linenDiningDoctor On CallFree InternetHealth-Spa,The hotelnis quite good in this price.The complimentary breakfast was good compared to others.Overall,it's nice hotel to stay. breakfast is good.,,,,,
The Chevron Brigade,Bangalore,India,3.6,1951,Business ServicesCCTV surveillanceClean RoomClean linenConference RoomDoctor On CallFree InternetLaundry Service,I checked in on 11 the and the room was very bad,images shown and hotel was completely different,,,,,
Magaji Orchid,Bangalore,India,3.8,1179,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceClean RoomClean linenConference RoomDoctor On Call,very well trained staff. hotel too is very near the majestic station.,Amenities and services are good.,,,,,
CASA COTTAGE,Bangalore,India,4,2093,Laundry ServiceOutdoor ActivitiesPower backupRoom Service,Amazing ambince in the heart of city..people will love it. Good hospitality and service and they have a good but small coffee area too.,This cottage is a built in french style and is quite famous among foreign tourists. The place was extremely nice and cozy. the service was great. value for money.,,,,,
Social Rehab,Bangalore,India,4.2,484,Air ConditioningCCTV surveillanceDoctor On CallFree InternetIndoor EntertainmentParking FacilityPower backup,Its very nice experience as I stayed with my friend. Nice location near to main market,Cool place for solo travelers.,,,,,
Magaji Residency,Bangalore,India,4,1223,Air ConditioningCCTV surveillanceClean RoomClean linenDoctor On CallIndoor EntertainmentLaundry ServicePower backup,It is situated in good location. Easy to access. Nice room,nice stay and cooperative staff.,,,,,
The Chancery,Bangalore,India,4.1,1955,Airport Transfer (on Demand)CCTV surveillanceConference RoomDoctor On CallFree InternetHealth-SpaLaundry ServiceOutdoor Activities,Nice Japanese hotel. Feels like you are living in Japan. Staff is good and food is good,Good location,,,,,
The Park Bangalore,Bangalore,India,4.2,2644,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service,nice stay...good food...quality of toiletries too good...centrally located...courteous staff...they allowed late check out by two hours,Nice Food.Nice Staff.Overall a very good experience,,,,,
Ramada Encore,Bangalore,India,4.5,2478,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomDiningFree InternetHealth-SpaLaundry Service,hassle free check-in. courteous staff. good rooms. breakfast was good too. location is pretty accessible. overall a good stay. shall definitely choose this again for my future visits.,beautiful rooms,,,,,
Ginger Bangalore (Whitefield),Bangalore,India,3.9,1494,Air ConditioningConference RoomDiningDoctor On CallFree InternetHealth-SpaLaundry ServiceParking Facility,The room was neat and tidy. The house keeping service was also good. I only had the issue that though the food is really good but veg options are less and costly. The stay was comfortable ,Hotel with good parking facility in Whitefield,,,,,
Hotel Swagath,Bangalore,India,4.5,1548,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backup,Staff is well trained n cooperative; they respond to call immediately.,Excellent Service with courteous staff ready at a voice to serve you.,,,,,
Octave Plaza Hotel,Bangalore,India,4.2,1223,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceClean RoomClean linenConference RoomFree Internet,hello people.... it's a good place with good management and decent staff.. rooms are clean ... the location is in main market.... it's comfortable.. ,It's very pleasant experience.,,,,,
Starlit Suites,Bangalore,India,4.2,1751,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,Stay was good but a bit away from market area.,Good experience,,,,,
Tranzotel Bangalore Airport,Bangalore,India,3.9,944,CCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backupRoom Service,Good for families & for all.Food is good.Very peaceful & silent area & near to airport.Friendly customer service.,completely satisfied .clean rooms clean washroom. extraordinary food.hasslefree checkin.nearby international airport BANGALORE ,,,,,
Vividus,Bangalore,India,4.4,3033,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,good business hotel. good breakfast menu. rooms are clean but need a few windows. central location is excellent.,the experience with hotel was good,,,,,
Lemon Tree Hotel Electronics City Bangalore,Bangalore,India,4.4,1874,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,It was a really nice experience. As always amazing buffet breakfast and great hospitality. Love staying at Lemon tree Hotels.,Well maintained property,,,,,
The Park Bangalore,Bangalore,India,4.2,2644,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service,nice stay...good food...quality of toiletries too good...centrally located...courteous staff...they allowed late check out by two hours,Nice Food.Nice Staff.Overall a very good experience,,,,,
Ramada Encore,Bangalore,India,4.5,2478,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomDiningFree InternetHealth-SpaLaundry Service,hassle free check-in. courteous staff. good rooms. breakfast was good too. location is pretty accessible. overall a good stay. shall definitely choose this again for my future visits.,beautiful rooms,,,,,
Lemon Tree Hotel Electronics City Bangalore,Bangalore,India,4.4,1874,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,It was a really nice experience. As always amazing buffet breakfast and great hospitality. Love staying at Lemon tree Hotels.,Well maintained property,,,,,
Lemon Tree Premier Ulsoor Lake Bangalore,Bangalore,India,4.3,2746,Air ConditioningAirport Transfer (on Demand)Business ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,It's a nice place to stay at Blore,Excellent stay,,,,,
Octave Hotel Double Rd,Bangalore,India,4.2,1344,Air ConditioningBanquet hallCCTV surveillanceConference RoomDiningDoctor On CallFree InternetPower backup,Friendly staff and clean rooms. Good location. The prices for the rooms are very reasonable and affordable.,Pros= 1. Good location - center of Bangalore. Just 4 kms from the Bangalore rly stn / Bus stn (Majestic). You can get BMTC AC bus to/from the airport to Majestic. Then get a cab to the hotel.,,,,,
Lemon Tree Hotel Whitefield,Bangalore,India,4.3,1793,Air ConditioningBusiness ServicesConference RoomDoctor On CallFree InternetLaundry ServiceParking FacilityPower backup,it was a great experience ,The room is neat and clean. The staff are courteous. The facilities like gym and pool are good.,,,,,
Octave Hotel & Spa JP Nagar,Bangalore,India,4.1,1252,Air ConditioningBanquet hallCCTV surveillanceClean RoomClean linenConference RoomFree InternetLaundry Service,chose this hotel in a rush...but fortunately get no points to regret on...amazing room services and quite warming treatment to guests.,This is a budget hotel in the JP Nagar area. It's located in a prime area. Rooms are quite decent. But the room service is not so great. There is no dedicated restaurant here. So most of the items they get from outside only. If you just want to stay for overnight,,,,,
TS Royal Grand - Attibele Hosur,Bangalore,India,4.5,1464,Banquet hallCCTV surveillanceConference RoomDaily housekeepingDoctor On CallFree InternetLaundry ServicePower backup,spacious ,Excellent location on the highway .. clean n flawless toilets .. huge rooms .. we faced hot water issue and it was rectified within 30mins .. all these is more than awesome .. would definitely stay here next time as well .. just giving 5 stars since no option to give more than that,,,,,
Royal Orchid Suites Whitefield- Bangalore,Bangalore,India,4.1,2511,Air ConditioningBanquet hallCCTV surveillanceConference RoomContactless check-inContactless room serviceDisinfectionDisposable serveware,Hotel is located in residential area,Doorman was extremely welcoming and friendly - the whole experience was lovely. Great room,,,,,
